GPIO;Device name; Signal name;Time (μs);Level;Duration (μs)
  17;   remote_a;  on_off_btn;   527132;    1;         1185
  17;   remote_a;  on_off_btn;   527596;    0;          464
  17;   remote_a;  on_off_btn;   527983;    1;          387
  17;   remote_a;  on_off_btn;   529224;    0;         1241
  17;   remote_a;  on_off_btn;   529619;    1;          395
  17;   remote_a;  on_off_btn;   530863;    0;         1244
  17;   remote_a;  on_off_btn;   532049;    1;         1186
  17;   remote_a;  on_off_btn;   532522;    0;          473
  17;   remote_a;  on_off_btn;   532909;    1;          387
  17;   remote_a;  on_off_btn;   534154;    0;         1245
  17;   remote_a;  on_off_btn;   534544;    1;          390
  17;   remote_a;  on_off_btn;   535790;    0;         1246
  17;   remote_a;  on_off_btn;   536180;    1;          390
  17;   remote_a;  on_off_btn;   537425;    0;         1245
  17;   remote_a;  on_off_btn;   537814;    1;          389
  17;   remote_a;  on_off_btn;   539062;    0;         1248
  17;   remote_a;  on_off_btn;   539451;    1;          389
  17;   remote_a;  on_off_btn;   540694;    0;         1243
  17;   remote_a;  on_off_btn;   541087;    1;          393
  17;   remote_a;  on_off_btn;   542330;    0;         1243
  17;   remote_a;  on_off_btn;   543517;    1;         1187
  17;   remote_a;  on_off_btn;   543978;    0;          461
  17;   remote_a;  on_off_btn;   545165;    1;         1187
  17;   remote_a;  on_off_btn;   545634;    0;          469
  17;   remote_a;  on_off_btn;   546023;    1;          389
  17;   remote_a;  on_off_btn;   547269;    0;         1246
  17;   remote_a;  on_off_btn;   547658;    1;          389
  17;   remote_a;  on_off_btn;   548905;    0;         1247
  17;   remote_a;  on_off_btn;   549294;    1;          389
  17;   remote_a;  on_off_btn;   550539;    0;         1245
  17;   remote_a;  on_off_btn;   550929;    1;          390
  17;   remote_a;  on_off_btn;   552175;    0;         1246
  17;   remote_a;  on_off_btn;   552564;    1;          389
  17;   remote_a;  on_off_btn;   553808;    0;         1244
  17;   remote_a;  on_off_btn;   554201;    1;          393
  17;   remote_a;  on_off_btn;   555446;    0;         1245
  17;   remote_a;  on_off_btn;   555836;    1;          390
  17;   remote_a;  on_off_btn;   557080;    0;         1244
  17;   remote_a;  on_off_btn;   558266;    1;         1186
  17;   remote_a;  on_off_btn;   558729;    0;          463
  17;   remote_a;  on_off_btn;   559118;    1;          389
  17;   remote_a;  on_off_btn;   571302;    0;        12184
  17;   remote_a;  on_off_btn;   571696;    1;          394
  17;   remote_a;  on_off_btn;   572934;    0;         1238
  17;   remote_a;  on_off_btn;   574125;    1;         1191
  17;   remote_a;  on_off_btn;   574586;    0;          461
  17;   remote_a;  on_off_btn;   575772;    1;         1186
  17;   remote_a;  on_off_btn;   576241;    0;          469
  17;   remote_a;  on_off_btn;   577421;    1;         1180
  17;   remote_a;  on_off_btn;   577879;    0;          458
  17;   remote_a;  on_off_btn;   579068;    1;         1189
  17;   remote_a;  on_off_btn;   579531;    0;          463
  17;   remote_a;  on_off_btn;   579918;    1;          387
  17;   remote_a;  on_off_btn;   581166;    0;         1248
  17;   remote_a;  on_off_btn;   581557;    1;          391
  17;   remote_a;  on_off_btn;   582804;    0;         1247
  17;   remote_a;  on_off_btn;   583988;    1;         1184
  17;   remote_a;  on_off_btn;   584460;    0;          472
  17;   remote_a;  on_off_btn;   584849;    1;          389
  17;   remote_a;  on_off_btn;   586095;    0;         1246
  17;   remote_a;  on_off_btn;   586483;    1;          388
  17;   remote_a;  on_off_btn;   587728;    0;         1245
  17;   remote_a;  on_off_btn;   588118;    1;          390
  17;   remote_a;  on_off_btn;   589366;    0;         1248
  17;   remote_a;  on_off_btn;   589755;    1;          389
  17;   remote_a;  on_off_btn;   590998;    0;         1243
  17;   remote_a;  on_off_btn;   591390;    1;          392
  17;   remote_a;  on_off_btn;   592634;    0;         1244
  17;   remote_a;  on_off_btn;   593025;    1;          391
  17;   remote_a;  on_off_btn;   594267;    0;         1242
  17;   remote_a;  on_off_btn;   595455;    1;         1188
  17;   remote_a;  on_off_btn;   595923;    0;          468
  17;   remote_a;  on_off_btn;   597103;    1;         1180
  17;   remote_a;  on_off_btn;   597570;    0;          467
  17;   remote_a;  on_off_btn;   597960;    1;          390
  17;   remote_a;  on_off_btn;   599205;    0;         1245
  17;   remote_a;  on_off_btn;   599595;    1;          390
  17;   remote_a;  on_off_btn;   600841;    0;         1246
  17;   remote_a;  on_off_btn;   601231;    1;          390
  17;   remote_a;  on_off_btn;   602475;    0;         1244
  17;   remote_a;  on_off_btn;   602866;    1;          391
  17;   remote_a;  on_off_btn;   604114;    0;         1248
  17;   remote_a;  on_off_btn;   604502;    1;          388
  17;   remote_a;  on_off_btn;   605752;    0;         1250
  17;   remote_a;  on_off_btn;   606137;    1;          385
  17;   remote_a;  on_off_btn;   607382;    0;         1245
  17;   remote_a;  on_off_btn;   607772;    1;          390
  17;   remote_a;  on_off_btn;   609022;    0;         1250
  17;   remote_a;  on_off_btn;   610202;    1;         1180
  17;   remote_a;  on_off_btn;   610664;    0;          462
  17;   remote_a;  on_off_btn;   611055;    1;          391
  17;   remote_a;  on_off_btn;   623233;    0;        12178
  17;   remote_a;  on_off_btn;   623631;    1;          398
  17;   remote_a;  on_off_btn;   624869;    0;         1238
  17;   remote_a;  on_off_btn;   626061;    1;         1192
  17;   remote_a;  on_off_btn;   626515;    0;          454
  17;   remote_a;  on_off_btn;   627708;    1;         1193
  17;   remote_a;  on_off_btn;   628169;    0;          461
  17;   remote_a;  on_off_btn;   629355;    1;         1186
  17;   remote_a;  on_off_btn;   629818;    0;          463
  17;   remote_a;  on_off_btn;   631003;    1;         1185
  17;   remote_a;  on_off_btn;   631465;    0;          462
  17;   remote_a;  on_off_btn;   631855;    1;          390
  17;   remote_a;  on_off_btn;   633100;    0;         1245
  17;   remote_a;  on_off_btn;   633491;    1;          391
  17;   remote_a;  on_off_btn;   634732;    0;         1241
  17;   remote_a;  on_off_btn;   635920;    1;         1188
  17;   remote_a;  on_off_btn;   636392;    0;          472
  17;   remote_a;  on_off_btn;   636780;    1;          388
  17;   remote_a;  on_off_btn;   638026;    0;         1246
  17;   remote_a;  on_off_btn;   638416;    1;          390
  17;   remote_a;  on_off_btn;   639659;    0;         1243
  17;   remote_a;  on_off_btn;   640050;    1;          391
  17;   remote_a;  on_off_btn;   641295;    0;         1245
  17;   remote_a;  on_off_btn;   641686;    1;          391
  17;   remote_a;  on_off_btn;   642930;    0;         1244
  17;   remote_a;  on_off_btn;   643322;    1;          392
  17;   remote_a;  on_off_btn;   644570;    0;         1248
  17;   remote_a;  on_off_btn;   644956;    1;          386
  17;   remote_a;  on_off_btn;   646201;    0;         1245
  17;   remote_a;  on_off_btn;   647387;    1;         1186
  17;   remote_a;  on_off_btn;   647852;    0;          465
  17;   remote_a;  on_off_btn;   649035;    1;         1183
  17;   remote_a;  on_off_btn;   649509;    0;          474
  17;   remote_a;  on_off_btn;   649892;    1;          383
  17;   remote_a;  on_off_btn;   651137;    0;         1245
  17;   remote_a;  on_off_btn;   651527;    1;          390
  17;   remote_a;  on_off_btn;   652770;    0;         1243
  17;   remote_a;  on_off_btn;   653162;    1;          392
  17;   remote_a;  on_off_btn;   654405;    0;         1243
  17;   remote_a;  on_off_btn;   654798;    1;          393
  17;   remote_a;  on_off_btn;   656043;    0;         1245
  17;   remote_a;  on_off_btn;   656434;    1;          391
  17;   remote_a;  on_off_btn;   657681;    0;         1247
  17;   remote_a;  on_off_btn;   658069;    1;          388
  17;   remote_a;  on_off_btn;   659315;    0;         1246
  17;   remote_a;  on_off_btn;   659704;    1;          389
  17;   remote_a;  on_off_btn;   660947;    0;         1243
  17;   remote_a;  on_off_btn;   662133;    1;         1186
  17;   remote_a;  on_off_btn;   662596;    0;          463
  17;   remote_a;  on_off_btn;   662985;    1;          389
  17;   remote_a;  on_off_btn;   675166;    0;        12181
  17;   remote_a;  on_off_btn;   675564;    1;          398
  17;   remote_a;  on_off_btn;   676803;    0;         1239
  17;   remote_a;  on_off_btn;   677993;    1;         1190
  17;   remote_a;  on_off_btn;   678455;    0;          462
  17;   remote_a;  on_off_btn;   679640;    1;         1185
  17;   remote_a;  on_off_btn;   680099;    0;          459
  17;   remote_a;  on_off_btn;   681288;    1;         1189
  17;   remote_a;  on_off_btn;   681749;    0;          461
  17;   remote_a;  on_off_btn;   682935;    1;         1186
  17;   remote_a;  on_off_btn;   683395;    0;          460
  17;   remote_a;  on_off_btn;   683789;    1;          394
  17;   remote_a;  on_off_btn;   685031;    0;         1242
  17;   remote_a;  on_off_btn;   685425;    1;          394
  17;   remote_a;  on_off_btn;   686667;    0;         1242
  17;   remote_a;  on_off_btn;   687855;    1;         1188
  17;   remote_a;  on_off_btn;   688322;    0;          467
  17;   remote_a;  on_off_btn;   688714;    1;          392
  17;   remote_a;  on_off_btn;   689961;    0;         1247
  17;   remote_a;  on_off_btn;   690350;    1;          389
  17;   remote_a;  on_off_btn;   691597;    0;         1247
  17;   remote_a;  on_off_btn;   691985;    1;          388
  17;   remote_a;  on_off_btn;   693232;    0;         1247
  17;   remote_a;  on_off_btn;   693619;    1;          387
  17;   remote_a;  on_off_btn;   694873;    0;         1254
  17;   remote_a;  on_off_btn;   695255;    1;          382
  17;   remote_a;  on_off_btn;   696500;    0;         1245
  17;   remote_a;  on_off_btn;   696891;    1;          391
  17;   remote_a;  on_off_btn;   698145;    0;         1254
  17;   remote_a;  on_off_btn;   699321;    1;         1176
  17;   remote_a;  on_off_btn;   699779;    0;          458
  17;   remote_a;  on_off_btn;   700968;    1;         1189
  17;   remote_a;  on_off_btn;   701435;    0;          467
  17;   remote_a;  on_off_btn;   701825;    1;          390
  17;   remote_a;  on_off_btn;   703071;    0;         1246
  17;   remote_a;  on_off_btn;   703461;    1;          390
  17;   remote_a;  on_off_btn;   704707;    0;         1246
  17;   remote_a;  on_off_btn;   705096;    1;          389
  17;   remote_a;  on_off_btn;   706339;    0;         1243
  17;   remote_a;  on_off_btn;   706732;    1;          393
  17;   remote_a;  on_off_btn;   707976;    0;         1244
  17;   remote_a;  on_off_btn;   708368;    1;          392
  17;   remote_a;  on_off_btn;   709613;    0;         1245
  17;   remote_a;  on_off_btn;   710003;    1;          390
  17;   remote_a;  on_off_btn;   711249;    0;         1246
  17;   remote_a;  on_off_btn;   711639;    1;          390
  17;   remote_a;  on_off_btn;   712885;    0;         1246
  17;   remote_a;  on_off_btn;   714068;    1;         1183
  17;   remote_a;  on_off_btn;   714531;    0;          463
  17;   remote_a;  on_off_btn;   714920;    1;          389
  17;   remote_a;  on_off_btn;   727099;    0;        12179
  17;   remote_a;  on_off_btn;   727497;    1;          398
  17;   remote_a;  on_off_btn;   728734;    0;         1237
  17;   remote_a;  on_off_btn;   729927;    1;         1193
  17;   remote_a;  on_off_btn;   730386;    0;          459
  17;   remote_a;  on_off_btn;   731574;    1;         1188
  17;   remote_a;  on_off_btn;   732043;    0;          469
  17;   remote_a;  on_off_btn;   733222;    1;         1179
  17;   remote_a;  on_off_btn;   733682;    0;          460
  17;   remote_a;  on_off_btn;   734870;    1;         1188
  17;   remote_a;  on_off_btn;   735331;    0;          461
  17;   remote_a;  on_off_btn;   735722;    1;          391
  17;   remote_a;  on_off_btn;   736969;    0;         1247
  17;   remote_a;  on_off_btn;   737358;    1;          389
  17;   remote_a;  on_off_btn;   738601;    0;         1243
  17;   remote_a;  on_off_btn;   739792;    1;         1191
  17;   remote_a;  on_off_btn;   740261;    0;          469
  17;   remote_a;  on_off_btn;   740648;    1;          387
  17;   remote_a;  on_off_btn;   741896;    0;         1248
  17;   remote_a;  on_off_btn;   742283;    1;          387
  17;   remote_a;  on_off_btn;   743530;    0;         1247
  17;   remote_a;  on_off_btn;   743919;    1;          389
  17;   remote_a;  on_off_btn;   745170;    0;         1251
  17;   remote_a;  on_off_btn;   745554;    1;          384
  17;   remote_a;  on_off_btn;   746798;    0;         1244
  17;   remote_a;  on_off_btn;   747190;    1;          392
  17;   remote_a;  on_off_btn;   748434;    0;         1244
  17;   remote_a;  on_off_btn;   748825;    1;          391
  17;   remote_a;  on_off_btn;   750069;    0;         1244
  17;   remote_a;  on_off_btn;   751255;    1;         1186
  17;   remote_a;  on_off_btn;   751719;    0;          464
  17;   remote_a;  on_off_btn;   752903;    1;         1184
  17;   remote_a;  on_off_btn;   753376;    0;          473
  17;   remote_a;  on_off_btn;   753760;    1;          384
  17;   remote_a;  on_off_btn;   755005;    0;         1245
  17;   remote_a;  on_off_btn;   755395;    1;          390
  17;   remote_a;  on_off_btn;   756641;    0;         1246
  17;   remote_a;  on_off_btn;   757032;    1;          391
